   ,STATENM,STATECD,COUNTYNM,COUNTYCD,SPCD,SCIENTIFIC_NAME,SPGRPCD,SPGRPNM,SPCLASS,UNITCD,RESERVCD,EVALID,'`0001 1.0-1.9','`0002 2.0-2.9','`0003 3.0-3.9','`0004 4.0-4.9'
4314,Arkansas,5,Columbia,27,994,Triadica sebifera,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,456952.0716,,,
4315,Arkansas,5,Conway,29,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,5,0,52301,7520518.013,8892576.763,23773404.95,12595816.68
4316,Arkansas,5,Conway,29,110,Pinus echinata,2,Loblolly and shortleaf pines,Softwood,5,0,52301,255298.6822,3770867.029,5859914.472,27650692.41
4317,Arkansas,5,Conway,29,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,5,0,52301,1257624.17,,,10311990.12
4318,Arkansas,5,Conway,29,316,Acer rubrum,32,Soft maple,Hardwood,5,0,52301,8217992.811,,9264098.116,15348876.9
4319,Arkansas,5,Conway,29,356,Amelanchier spp.,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,782386.0618,,,
4320,Arkansas,5,Conway,29,408,Carya texana,29,Hickory,Hardwood,5,0,52301,10326921.42,6169872.003,,40448417.42
4321,Arkansas,5,Conway,29,409,Carya alba,29,Hickory,Hardwood,5,0,52301,4464094.162,10661641.45,10256744.41,
4322,Arkansas,5,Conway,29,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,5,0,52301,4662246.512,,14373079.8,11706453.78
4323,Arkansas,5,Conway,29,462,Celtis occidentalis,41,Other eastern soft hardwoods,Hardwood,5,0,52301,,2829678.305,,
4324,Arkansas,5,Conway,29,471,Cercis canadensis,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,1807314.621,,8633289.407,
4325,Arkansas,5,Conway,29,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,5,0,52301,1847304.325,,,
4326,Arkansas,5,Conway,29,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,5,0,52301,1731160.624,10875234.24,,
4327,Arkansas,5,Conway,29,541,Fraxinus americana,36,Ash,Hardwood,5,0,52301,,,,23367646.54
4328,Arkansas,5,Conway,29,544,Fraxinus pennsylvanica,36,Ash,Hardwood,5,0,52301,3020934.06,,,
4329,Arkansas,5,Conway,29,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,5,0,52301,5499208.296,5969436.551,27869010.09,50399043.95
4330,Arkansas,5,Conway,29,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,5,0,52301,2130689.463,7323526.538,26385992.34,
4331,Arkansas,5,Conway,29,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,653568.2357,5093591.091,,
4332,Arkansas,5,Conway,29,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,5,0,52301,2152896.899,11619378.8,,
4333,Arkansas,5,Conway,29,802,Quercus alba,25,Select white oaks,Hardwood,5,0,52301,3833863.039,5483615.194,,17631210.39
4334,Arkansas,5,Conway,29,812,Quercus falcata,28,Other red oaks,Hardwood,5,0,52301,7134629.976,10472855.92,11490061.64,
4335,Arkansas,5,Conway,29,827,Quercus nigra,28,Other red oaks,Hardwood,5,0,52301,,7161304.253,,
4336,Arkansas,5,Conway,29,835,Quercus stellata,27,Other white oaks,Hardwood,5,0,52301,,,33839347.42,16846297.82
4337,Arkansas,5,Conway,29,837,Quercus velutina,28,Other red oaks,Hardwood,5,0,52301,2730567.461,3818722.417,17069130.82,18663609.59
4338,Arkansas,5,Conway,29,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,5,0,52301,14773565.05,16406234.24,21288142.79,15008146.32
4339,Arkansas,5,Conway,29,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,5,0,52301,,,,20833524.81
4340,Arkansas,5,Adams,31,221,Taxodium distichum,8,Cypress,Softwood,2,0,52301,,,,11295543.78
4341,Arkansas,5,Craighead,31,221,Taxodium distichum,8,Cypress,Softwood,2,0,52301,,,,11295543.78
4342,Arkansas,5,Adams,31,313,Acer negundo,41,Other eastern soft hardwoods,Hardwood,2,0,52301,1496482.188,,,
4343,Arkansas,5,Craighead,31,313,Acer negundo,41,Other eastern soft hardwoods,Hardwood,2,0,52301,1496482.188,,,
4344,Arkansas,5,Adams,31,316,Acer rubrum,32,Soft maple,Hardwood,2,0,52301,,,,12393405.39
4345,Arkansas,5,Craighead,31,316,Acer rubrum,32,Soft maple,Hardwood,2,0,52301,,,,12393405.39
4346,Arkansas,5,Adams,31,407,Carya ovata,29,Hickory,Hardwood,2,0,52301,,,,17786997.12
4347,Arkansas,5,Craighead,31,407,Carya ovata,29,Hickory,Hardwood,2,0,52301,,,,17786997.12
4348,Arkansas,5,Adams,31,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,2,0,52301,442399.4836,,,
4349,Arkansas,5,Craighead,31,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,2,0,52301,442399.4836,,,
4350,Arkansas,5,Adams,31,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,52301,,3854054.027,,
4351,Arkansas,5,Craighead,31,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,52301,,3854054.027,,
4352,Arkansas,5,Adams,31,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,52301,523185.3584,5278389.081,19469100.99,28722282.75
4353,Arkansas,5,Craighead,31,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,52301,523185.3584,5278389.081,19469100.99,28722282.75
4354,Arkansas,5,Adams,31,691,Nyssa aquatica,35,Tupelo and blackgum,Hardwood,2,0,52301,,6705651.52,,30485295.26
4355,Arkansas,5,Craighead,31,691,Nyssa aquatica,35,Tupelo and blackgum,Hardwood,2,0,52301,,6705651.52,,30485295.26
4356,Arkansas,5,Adams,31,722,Planera aquatica,43,Eastern noncommercial hardwoods,Hardwood,2,0,52301,,,,28602034.38
4357,Arkansas,5,Craighead,31,722,Planera aquatica,43,Eastern noncommercial hardwoods,Hardwood,2,0,52301,,,,28602034.38
4358,Arkansas,5,Adams,31,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,2,0,52301,758220.6848,13997421.17,,
4359,Arkansas,5,Craighead,31,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,2,0,52301,758220.6848,13997421.17,,
4360,Arkansas,5,Adams,31,837,Quercus velutina,28,Other red oaks,Hardwood,2,0,52301,688646.4216,,,
4361,Arkansas,5,Craighead,31,837,Quercus velutina,28,Other red oaks,Hardwood,2,0,52301,688646.4216,,,
4362,Arkansas,5,Adams,31,901,Robinia pseudoacacia,42,Other eastern hard hardwoods,Hardwood,2,0,52301,695919.0356,,,
4363,Arkansas,5,Craighead,31,901,Robinia pseudoacacia,42,Other eastern hard hardwoods,Hardwood,2,0,52301,695919.0356,,,
4364,Arkansas,5,Adams,31,931,Sassafras albidum,41,Other eastern soft hardwoods,Hardwood,2,0,52301,1655373.731,,,
4365,Arkansas,5,Craighead,31,931,Sassafras albidum,41,Other eastern soft hardwoods,Hardwood,2,0,52301,1655373.731,,,
4366,Arkansas,5,Adams,31,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,5947705.632,7583992.486,27750692.09,39872985.75
4367,Arkansas,5,Craighead,31,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,5947705.632,7583992.486,27750692.09,39872985.75
4368,Arkansas,5,Asotin,33,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,5,0,52301,19166245.68,47345180.62,35999393.92,34323101.44
4369,Arkansas,5,Crawford,33,68,Juniperus virginiana,9,Other eastern softwoods,Softwood,5,0,52301,19166245.68,47345180.62,35999393.92,34323101.44
4370,Arkansas,5,Asotin,33,110,Pinus echinata,2,Loblolly and shortleaf pines,Softwood,5,0,52301,,,8267964.077,12989460.22
4371,Arkansas,5,Crawford,33,110,Pinus echinata,2,Loblolly and shortleaf pines,Softwood,5,0,52301,,,8267964.077,12989460.22
4372,Arkansas,5,Asotin,33,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,5,0,52301,,,,7655571.102
4373,Arkansas,5,Crawford,33,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,5,0,52301,,,,7655571.102
4374,Arkansas,5,Asotin,33,311,Acer barbatum,31,Hard maple,Hardwood,5,0,52301,2535550.512,3337417.762,,
4375,Arkansas,5,Crawford,33,311,Acer barbatum,31,Hard maple,Hardwood,5,0,52301,2535550.512,3337417.762,,
4376,Arkansas,5,Asotin,33,313,Acer negundo,41,Other eastern soft hardwoods,Hardwood,5,0,52301,2159662.749,3028977.303,,
4377,Arkansas,5,Crawford,33,313,Acer negundo,41,Other eastern soft hardwoods,Hardwood,5,0,52301,2159662.749,3028977.303,,
4378,Arkansas,5,Asotin,33,316,Acer rubrum,32,Soft maple,Hardwood,5,0,52301,28829960.63,59306999.02,10332414.65,43549581.46
4379,Arkansas,5,Crawford,33,316,Acer rubrum,32,Soft maple,Hardwood,5,0,52301,28829960.63,59306999.02,10332414.65,43549581.46
4380,Arkansas,5,Asotin,33,356,Amelanchier spp.,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,,5612856.141,,
4381,Arkansas,5,Crawford,33,356,Amelanchier spp.,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,,5612856.141,,
4382,Arkansas,5,Asotin,33,402,Carya cordiformis,29,Hickory,Hardwood,5,0,52301,,7283883.558,,
4383,Arkansas,5,Crawford,33,402,Carya cordiformis,29,Hickory,Hardwood,5,0,52301,,7283883.558,,
4384,Arkansas,5,Asotin,33,407,Carya ovata,29,Hickory,Hardwood,5,0,52301,378893.1728,,,
4385,Arkansas,5,Crawford,33,407,Carya ovata,29,Hickory,Hardwood,5,0,52301,378893.1728,,,
4386,Arkansas,5,Asotin,33,408,Carya texana,29,Hickory,Hardwood,5,0,52301,2561921.51,1976465.127,,14399948.67
4387,Arkansas,5,Crawford,33,408,Carya texana,29,Hickory,Hardwood,5,0,52301,2561921.51,1976465.127,,14399948.67
4388,Arkansas,5,Asotin,33,409,Carya alba,29,Hickory,Hardwood,5,0,52301,6631060.142,,,
4389,Arkansas,5,Crawford,33,409,Carya alba,29,Hickory,Hardwood,5,0,52301,6631060.142,,,
4390,Arkansas,5,Asotin,33,462,Celtis occidentalis,41,Other eastern soft hardwoods,Hardwood,5,0,52301,654032.7278,3830302.045,,15102944.84
4391,Arkansas,5,Crawford,33,462,Celtis occidentalis,41,Other eastern soft hardwoods,Hardwood,5,0,52301,654032.7278,3830302.045,,15102944.84
4392,Arkansas,5,Asotin,33,471,Cercis canadensis,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,,5889640.035,,
4393,Arkansas,5,Crawford,33,471,Cercis canadensis,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,,5889640.035,,
4394,Arkansas,5,Asotin,33,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,5,0,52301,18363298.35,12718663.13,6213784.245,16038552.17
4395,Arkansas,5,Crawford,33,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,5,0,52301,18363298.35,12718663.13,6213784.245,16038552.17
4396,Arkansas,5,Asotin,33,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,5,0,52301,2527005.747,,,16033441.83
4397,Arkansas,5,Crawford,33,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,5,0,52301,2527005.747,,,16033441.83
4398,Arkansas,5,Asotin,33,541,Fraxinus americana,36,Ash,Hardwood,5,0,52301,1405655.259,,8764149.03,
4399,Arkansas,5,Crawford,33,541,Fraxinus americana,36,Ash,Hardwood,5,0,52301,1405655.259,,8764149.03,
4400,Arkansas,5,Asotin,33,602,Juglans nigra,40,Black walnut,Hardwood,5,0,52301,,,,17933595.13
4401,Arkansas,5,Crawford,33,602,Juglans nigra,40,Black walnut,Hardwood,5,0,52301,,,,17933595.13
4402,Arkansas,5,Asotin,33,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,5,0,52301,3734310.5,6261721.767,36195853.03,37565791.16
4403,Arkansas,5,Crawford,33,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,5,0,52301,3734310.5,6261721.767,36195853.03,37565791.16
4404,Arkansas,5,Asotin,33,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,5,0,52301,7522847.923,12254456.74,13887695.26,
4405,Arkansas,5,Crawford,33,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,5,0,52301,7522847.923,12254456.74,13887695.26,
4406,Arkansas,5,Asotin,33,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,20177785.81,20895233.46,18340997.5,
4407,Arkansas,5,Crawford,33,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,20177785.81,20895233.46,18340997.5,
4408,Arkansas,5,Asotin,33,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,5,0,52301,1498442.273,22902725.34,,
4409,Arkansas,5,Crawford,33,762,Prunus serotina,41,Other eastern soft hardwoods,Hardwood,5,0,52301,1498442.273,22902725.34,,
4410,Arkansas,5,Asotin,33,802,Quercus alba,25,Select white oaks,Hardwood,5,0,52301,941704.879,1019465.485,,15754681.32
4411,Arkansas,5,Crawford,33,802,Quercus alba,25,Select white oaks,Hardwood,5,0,52301,941704.879,1019465.485,,15754681.32
4412,Arkansas,5,Asotin,33,812,Quercus falcata,28,Other red oaks,Hardwood,5,0,52301,,9237482.097,,
4413,Arkansas,5,Crawford,33,812,Quercus falcata,28,Other red oaks,Hardwood,5,0,52301,,9237482.097,,
4414,Arkansas,5,Asotin,33,827,Quercus nigra,28,Other red oaks,Hardwood,5,0,52301,2519747.669,,,
4415,Arkansas,5,Crawford,33,827,Quercus nigra,28,Other red oaks,Hardwood,5,0,52301,2519747.669,,,
4416,Arkansas,5,Asotin,33,833,Quercus rubra,26,Select red oaks,Hardwood,5,0,52301,1935713.977,3489292.57,,
4417,Arkansas,5,Crawford,33,833,Quercus rubra,26,Select red oaks,Hardwood,5,0,52301,1935713.977,3489292.57,,
4418,Arkansas,5,Asotin,33,835,Quercus stellata,27,Other white oaks,Hardwood,5,0,52301,3521698.94,,13253536.14,15438116.58
4419,Arkansas,5,Crawford,33,835,Quercus stellata,27,Other white oaks,Hardwood,5,0,52301,3521698.94,,13253536.14,15438116.58
4420,Arkansas,5,Asotin,33,837,Quercus velutina,28,Other red oaks,Hardwood,5,0,52301,1515436.026,3178315.703,7673733.299,
4421,Arkansas,5,Crawford,33,837,Quercus velutina,28,Other red oaks,Hardwood,5,0,52301,1515436.026,3178315.703,7673733.299,
4422,Arkansas,5,Asotin,33,931,Sassafras albidum,41,Other eastern soft hardwoods,Hardwood,5,0,52301,,,10313223.27,
4423,Arkansas,5,Crawford,33,931,Sassafras albidum,41,Other eastern soft hardwoods,Hardwood,5,0,52301,,,10313223.27,
4424,Arkansas,5,Asotin,33,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,5,0,52301,12940463.73,21308885.48,6250507.569,16853696.73
4425,Arkansas,5,Crawford,33,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,5,0,52301,12940463.73,21308885.48,6250507.569,16853696.73
4426,Arkansas,5,Asotin,33,972,Ulmus americana,41,Other eastern soft hardwoods,Hardwood,5,0,52301,,5138084.632,,
4427,Arkansas,5,Crawford,33,972,Ulmus americana,41,Other eastern soft hardwoods,Hardwood,5,0,52301,,5138084.632,,
4428,Arkansas,5,Asotin,33,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,5,0,52301,2275975.206,,10021518.23,
4429,Arkansas,5,Crawford,33,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,5,0,52301,2275975.206,,10021518.23,
4430,Arkansas,5,Asotin,33,999,Tree unknown,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,1263857.886,,,
4431,Arkansas,5,Crawford,33,999,Tree unknown,43,Eastern noncommercial hardwoods,Hardwood,5,0,52301,1263857.886,,,
4432,Arkansas,5,Benton,35,401,Carya aquatica,29,Hickory,Hardwood,2,0,52301,,5758091.554,,17078800.05
4433,Arkansas,5,Crittenden,35,401,Carya aquatica,29,Hickory,Hardwood,2,0,52301,,5758091.554,,17078800.05
4434,Arkansas,5,Benton,35,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,233933.8346,,5760223.371,16518725.22
4435,Arkansas,5,Crittenden,35,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,233933.8346,,5760223.371,16518725.22
4436,Arkansas,5,Benton,35,462,Celtis occidentalis,41,Other eastern soft hardwoods,Hardwood,2,0,52301,,4373209.849,,
4437,Arkansas,5,Crittenden,35,462,Celtis occidentalis,41,Other eastern soft hardwoods,Hardwood,2,0,52301,,4373209.849,,
4438,Arkansas,5,Benton,35,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,2,0,52301,516030.2666,2337279.224,,
4439,Arkansas,5,Crittenden,35,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,2,0,52301,516030.2666,2337279.224,,
4440,Arkansas,5,Benton,35,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,52301,8637143.962,,,
4441,Arkansas,5,Crittenden,35,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,52301,8637143.962,,,
4442,Arkansas,5,Benton,35,922,Salix nigra,41,Other eastern soft hardwoods,Hardwood,2,0,52301,,,31912576.74,
4443,Arkansas,5,Crittenden,35,922,Salix nigra,41,Other eastern soft hardwoods,Hardwood,2,0,52301,,,31912576.74,
4444,Arkansas,5,Chelan,37,367,Asimina triloba,43,Eastern noncommercial hardwoods,Hardwood,2,0,52301,572894.5488,,,
4445,Arkansas,5,Cross,37,367,Asimina triloba,43,Eastern noncommercial hardwoods,Hardwood,2,0,52301,572894.5488,,,
4446,Arkansas,5,Chelan,37,407,Carya ovata,29,Hickory,Hardwood,2,0,52301,,,,28713051.01
4447,Arkansas,5,Cross,37,407,Carya ovata,29,Hickory,Hardwood,2,0,52301,,,,28713051.01
4448,Arkansas,5,Chelan,37,408,Carya texana,29,Hickory,Hardwood,2,0,52301,,13057330.42,,18497535.44
4449,Arkansas,5,Cross,37,408,Carya texana,29,Hickory,Hardwood,2,0,52301,,13057330.42,,18497535.44
4450,Arkansas,5,Chelan,37,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,,,8876935.11,
4451,Arkansas,5,Cross,37,461,Celtis laevigata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,,,8876935.11,
4452,Arkansas,5,Chelan,37,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,2,0,52301,2175099.337,7998848.361,,
4453,Arkansas,5,Cross,37,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,2,0,52301,2175099.337,7998848.361,,
4454,Arkansas,5,Chelan,37,531,Fagus grandifolia,33,Beech,Hardwood,2,0,52301,,2426782.61,,
4455,Arkansas,5,Cross,37,531,Fagus grandifolia,33,Beech,Hardwood,2,0,52301,,2426782.61,,
4456,Arkansas,5,Chelan,37,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,52301,3104874.008,2444389.398,,
4457,Arkansas,5,Cross,37,544,Fraxinus pennsylvanica,36,Ash,Hardwood,2,0,52301,3104874.008,2444389.398,,
4458,Arkansas,5,Chelan,37,602,Juglans nigra,40,Black walnut,Hardwood,2,0,52301,486954.9554,,,
4459,Arkansas,5,Cross,37,602,Juglans nigra,40,Black walnut,Hardwood,2,0,52301,486954.9554,,,
4460,Arkansas,5,Chelan,37,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,52301,,,4473843.206,
4461,Arkansas,5,Cross,37,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,2,0,52301,,,4473843.206,
4462,Arkansas,5,Chelan,37,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,2,0,52301,1720441.843,7216730.792,,22539505.97
4463,Arkansas,5,Cross,37,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,2,0,52301,1720441.843,7216730.792,,22539505.97
4464,Arkansas,5,Chelan,37,802,Quercus alba,25,Select white oaks,Hardwood,2,0,52301,,7772756.207,,
4465,Arkansas,5,Cross,37,802,Quercus alba,25,Select white oaks,Hardwood,2,0,52301,,7772756.207,,
4466,Arkansas,5,Chelan,37,822,Quercus lyrata,27,Other white oaks,Hardwood,2,0,52301,,,6613537.637,
4467,Arkansas,5,Cross,37,822,Quercus lyrata,27,Other white oaks,Hardwood,2,0,52301,,,6613537.637,
4468,Arkansas,5,Chelan,37,837,Quercus velutina,28,Other red oaks,Hardwood,2,0,52301,,7248936.229,7717634.338,
4469,Arkansas,5,Cross,37,837,Quercus velutina,28,Other red oaks,Hardwood,2,0,52301,,7248936.229,7717634.338,
4470,Arkansas,5,Chelan,37,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,2342096.35,17212775.02,16325244.96,15651807.93
4471,Arkansas,5,Cross,37,971,Ulmus alata,41,Other eastern soft hardwoods,Hardwood,2,0,52301,2342096.35,17212775.02,16325244.96,15651807.93
4472,Arkansas,5,Chelan,37,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,2,0,52301,581097.8574,3234891.708,,
4473,Arkansas,5,Cross,37,975,Ulmus rubra,41,Other eastern soft hardwoods,Hardwood,2,0,52301,581097.8574,3234891.708,,
4474,Arkansas,5,Clallam,39,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,3,0,52301,33801463.58,104561043.4,154771561.7,416500108.5
4475,Arkansas,5,Dallas,39,131,Pinus taeda,2,Loblolly and shortleaf pines,Softwood,3,0,52301,33801463.58,104561043.4,154771561.7,416500108.5
4476,Arkansas,5,Clallam,39,221,Taxodium distichum,8,Cypress,Softwood,3,0,52301,,3967149.435,6667546.264,
4477,Arkansas,5,Dallas,39,221,Taxodium distichum,8,Cypress,Softwood,3,0,52301,,3967149.435,6667546.264,
4478,Arkansas,5,Clallam,39,316,Acer rubrum,32,Soft maple,Hardwood,3,0,52301,31933003.59,62639747.77,39365989.65,18911693.95
4479,Arkansas,5,Dallas,39,316,Acer rubrum,32,Soft maple,Hardwood,3,0,52301,31933003.59,62639747.77,39365989.65,18911693.95
4480,Arkansas,5,Clallam,39,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,38164845.42,28926204.77,34425969.32,36705689.87
4481,Arkansas,5,Dallas,39,391,Carpinus caroliniana,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,38164845.42,28926204.77,34425969.32,36705689.87
4482,Arkansas,5,Clallam,39,408,Carya texana,29,Hickory,Hardwood,3,0,52301,1604676.85,,,
4483,Arkansas,5,Dallas,39,408,Carya texana,29,Hickory,Hardwood,3,0,52301,1604676.85,,,
4484,Arkansas,5,Clallam,39,409,Carya alba,29,Hickory,Hardwood,3,0,52301,,3275153.712,,
4485,Arkansas,5,Dallas,39,409,Carya alba,29,Hickory,Hardwood,3,0,52301,,3275153.712,,
4486,Arkansas,5,Clallam,39,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,3,0,52301,3873509.047,7814013.2,6878446.085,
4487,Arkansas,5,Dallas,39,491,Cornus florida,42,Other eastern hard hardwoods,Hardwood,3,0,52301,3873509.047,7814013.2,6878446.085,
4488,Arkansas,5,Clallam,39,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,3,0,52301,,,12162410.48,
4489,Arkansas,5,Dallas,39,521,Diospyros virginiana,42,Other eastern hard hardwoods,Hardwood,3,0,52301,,,12162410.48,
4490,Arkansas,5,Clallam,39,531,Fagus grandifolia,33,Beech,Hardwood,3,0,52301,,,,23673094.15
4491,Arkansas,5,Dallas,39,531,Fagus grandifolia,33,Beech,Hardwood,3,0,52301,,,,23673094.15
4492,Arkansas,5,Clallam,39,544,Fraxinus pennsylvanica,36,Ash,Hardwood,3,0,52301,8219846.481,19431610.05,53990681.32,21432779.26
4493,Arkansas,5,Dallas,39,544,Fraxinus pennsylvanica,36,Ash,Hardwood,3,0,52301,8219846.481,19431610.05,53990681.32,21432779.26
4494,Arkansas,5,Clallam,39,591,Ilex opaca,42,Other eastern hard hardwoods,Hardwood,3,0,52301,23048234.63,32205716.89,72879408.32,
4495,Arkansas,5,Dallas,39,591,Ilex opaca,42,Other eastern hard hardwoods,Hardwood,3,0,52301,23048234.63,32205716.89,72879408.32,
4496,Arkansas,5,Clallam,39,602,Juglans nigra,40,Black walnut,Hardwood,3,0,52301,1055572.413,,,
4497,Arkansas,5,Dallas,39,602,Juglans nigra,40,Black walnut,Hardwood,3,0,52301,1055572.413,,,
4498,Arkansas,5,Clallam,39,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,3,0,52301,23202097.11,43638302.12,71365959.67,13865021.26
4499,Arkansas,5,Dallas,39,611,Liquidambar styraciflua,34,Sweetgum,Hardwood,3,0,52301,23202097.11,43638302.12,71365959.67,13865021.26
4500,Arkansas,5,Clallam,39,652,Magnolia grandiflora,41,Other eastern soft hardwoods,Hardwood,3,0,52301,1186082.3,,,
4501,Arkansas,5,Dallas,39,652,Magnolia grandiflora,41,Other eastern soft hardwoods,Hardwood,3,0,52301,1186082.3,,,
4502,Arkansas,5,Clallam,39,653,Magnolia virginiana,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,1318987.961,12252878.68,,34584342.73
4503,Arkansas,5,Dallas,39,653,Magnolia virginiana,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,1318987.961,12252878.68,,34584342.73
4504,Arkansas,5,Clallam,39,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,3,0,52301,1875236.799,11009159.68,15858191.74,19852725.83
4505,Arkansas,5,Dallas,39,693,Nyssa sylvatica,35,Tupelo and blackgum,Hardwood,3,0,52301,1875236.799,11009159.68,15858191.74,19852725.83
4506,Arkansas,5,Clallam,39,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,15386473.72,20109305.4,18732800.58,15073905.99
4507,Arkansas,5,Dallas,39,701,Ostrya virginiana,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,15386473.72,20109305.4,18732800.58,15073905.99
4508,Arkansas,5,Clallam,39,722,Planera aquatica,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,,2527086.78,,
4509,Arkansas,5,Dallas,39,722,Planera aquatica,43,Eastern noncommercial hardwoods,Hardwood,3,0,52301,,2527086.78,,
4510,Arkansas,5,Clallam,39,731,Platanus occidentalis,41,Other eastern soft hardwoods,Hardwood,3,0,52301,,,7251262.265,15837398.04
4511,Arkansas,5,Dallas,39,731,Platanus occidentalis,41,Other eastern soft hardwoods,Hardwood,3,0,52301,,,7251262.265,15837398.04
4512,Arkansas,5,Clallam,39,802,Quercus alba,25,Select white oaks,Hardwood,3,0,52301,4142009.274,4102852.24,,
4513,Arkansas,5,Dallas,39,802,Quercus alba,25,Select white oaks,Hardwood,3,0,52301,4142009.274,4102852.24,,
4514,Arkansas,5,Clallam,39,812,Quercus falcata,28,Other red oaks,Hardwood,3,0,52301,12021722.32,9410032.655,32204759.08,26450472.67
4515,Arkansas,5,Dallas,39,812,Quercus falcata,28,Other red oaks,Hardwood,3,0,52301,12021722.32,9410032.655,32204759.08,26450472.67
4516,Arkansas,5,Clallam,39,813,Quercus pagoda,26,Select red oaks,Hardwood,3,0,52301,4977010.947,15654943.06,12578580.8,
4517,Arkansas,5,Dallas,39,813,Quercus pagoda,26,Select red oaks,Hardwood,3,0,52301,4977010.947,15654943.06,12578580.8,
